name,chipset,vram,tdp
Sapphire Pulse Radeon RX 6600 Gaming,Radeon RX 6600,8,132
Aorus RTX 3070 Master,GeForce RTX 3070,8,220
ASRock Arc A750 Challenger D OC,Intel Arc A750,8,225
ASRock Arc B580 Challenger OC,Intel Arc B580,12,190
ASRock Arc B580 Steel Legend OC,Intel Arc B580,12,190
ASRock Radeon RX 7600 Challenger 8GO,Radeon RX 7600,8,165
ASRock Radeon RX 7600 Phantom Gaming 8GO,Radeon RX 7600,8,165
ASRock Radeon RX 7600 Steel Legend 8GO,Radeon RX 7600,8,165
ASRock Radeon RX 7600 XT Challenger 16GO,Radeon RX 7600 XT (16GB),16,190
ASRock Radeon RX 7600 XT Steel Legend 16GO,Radeon RX 7600 XT (16GB),16,190
ASRock Radeon RX 7700 XT Challenger 12GO,Radeon RX 7700 XT,12,245
ASRock Radeon RX 7700 XT Phantom Gaming 12GO,Radeon RX 7700 XT,12,245
ASRock Radeon RX 7700 XT Steel Legend 12GO,Radeon RX 7700 XT,12,245
ASRock Radeon RX 7800 XT Challenger 16GO,Radeon RX 7800 XT,16,263
ASRock Radeon RX 7800 XT Phantom Gaming 16GO,Radeon RX 7800 XT,16,263
ASRock Radeon RX 7800 XT Steel Legend 16GO,Radeon RX 7800 XT,16,263
ASUS GeForce RTX 3050 Dual,GeForce RTX 3050 (8GB),8,130
ASUS GeForce RTX 3050 Phoenix,GeForce RTX 3050 (8GB),8,130
ASUS GeForce RTX 3050 ROG Strix,GeForce RTX 3050 (8GB),8,130
ASUS GeForce RTX 3060 Dual LHR,GeForce RTX 3060,12,170
ASUS GeForce RTX 3060 Dual OC,GeForce RTX 3060,12,170
ASUS GeForce RTX 3060 Phoenix V2 12G LHR,GeForce RTX 3060,12,170
ASUS GeForce RTX 3060 ROG Strix,GeForce RTX 3060,12,170
ASUS GeForce RTX 3060 ROG Strix LHR,GeForce RTX 3060,12,170
ASUS GeForce RTX 3060 ROG Strix OC,GeForce RTX 3060,12,170
ASUS GeForce RTX 3060 Ti Dual Mini V2 O8G LHR,GeForce RTX 3060 Ti,8,250
ASUS GeForce RTX 3060 Ti Dual V2 O8G LHR,GeForce RTX 3060 Ti,8,200
ASUS GeForce RTX 3060 Ti ROG Strix V2 O8G LHR,GeForce RTX 3060 Ti,8,220
ASUS GeForce RTX 3060 Ti TUF V2 8G LHR,GeForce RTX 3060 Ti,8,200
ASUS GeForce RTX 3060 Ti TUF V2 O8G LHR,GeForce RTX 3060 Ti,8,200
ASUS GeForce RTX 3060 TUF,GeForce RTX 3060,12,170
ASUS GeForce RTX 3060 TUF LHR,GeForce RTX 3060,12,170
ASUS GeForce RTX 3060 TUF OC,GeForce RTX 3060,12,170
ASUS GeForce RTX 3070 Dual V2 O8G LHR,GeForce RTX 3070,8,220
ASUS GeForce RTX 3070 Noctua Edition,GeForce RTX 3070,8,220
ASUS GeForce RTX 3070 ROG Strix 8G White LHR,GeForce RTX 3070,8,220
ASUS GeForce RTX 3070 ROG Strix O8G White LHR,GeForce RTX 3070,8,220
ASUS GeForce RTX 3070 ROG Strix V2 O8G LHR,GeForce RTX 3070,8,220
ASUS GeForce RTX 3070 Ti ROG Strix,GeForce RTX 3070 Ti,8,290
ASUS GeForce RTX 3070 Ti ROG Strix OC,GeForce RTX 3070 Ti,8,290
ASUS GeForce RTX 3070 Ti TUF O8G LHR,GeForce RTX 3070 Ti,8,290
ASUS GeForce RTX 3070 TUF V2 O8G LHR,GeForce RTX 3070,8,220
ASUS GeForce RTX 3080 Noctua,GeForce RTX 3080,10,320
ASUS GeForce RTX 3080 ROG Strix 1,GeForce RTX 3080,10,320
ASUS GeForce RTX 3080 ROG Strix O1,GeForce RTX 3080,10,320
ASUS GeForce RTX 3080 ROG Strix V2 10G LHR,GeForce RTX 3080,10,320
ASUS GeForce RTX 3080 ROG Strix V2 O10G LHR,GeForce RTX 3080,10,320
ASUS GeForce RTX 3080 Ti ROG Strix O12G,GeForce RTX 3080 Ti,12,350
ASUS GeForce RTX 3080 Ti TUF,GeForce RTX 3080 Ti,12,350
ASUS GeForce RTX 3080 Ti TUF O12G,GeForce RTX 3080 Ti,12,350
ASUS GeForce RTX 3080 TUF Gaming 1,GeForce RTX 3080,10,320
ASUS GeForce RTX 3080 TUF Gaming O1,GeForce RTX 3080,10,320
ASUS GeForce RTX 3080 TUF V2 10G LHR,GeForce RTX 3080,10,320
ASUS GeForce RTX 3080 TUF V2 O10G LHR,GeForce RTX 3080,10,320
ASUS GeForce RTX 3090 ROG Strix 2,GeForce RTX 3090,24,350
ASUS GeForce RTX 3090 ROG Strix O2,GeForce RTX 3090,24,350
ASUS GeForce RTX 3090 Ti ROG Strix LC,GeForce RTX 3090 Ti,24,480
ASUS GeForce RTX 3090 Ti TUF,GeForce RTX 3090 Ti,24,450
ASUS GeForce RTX 3090 TUF Gaming 2,GeForce RTX 3090,24,350
ASUS GeForce RTX 3090 TUF Gaming O2,GeForce RTX 3090,24,350
ASUS GeForce RTX 4060 Dual,GeForce RTX 4060 (8GB),8,115
ASUS GeForce RTX 4060 ROG Strix,GeForce RTX 4060 (8GB),8,115
ASUS GeForce RTX 4060 Ti Dual,GeForce RTX 4060 Ti (8GB),8,160
ASUS GeForce RTX 4060 Ti Dual,GeForce RTX 4060 Ti (16GB),16,160
ASUS GeForce RTX 4060 Ti Dual A,GeForce RTX 4060 Ti (16GB),16,160
ASUS GeForce RTX 4060 Ti Dual O8G White,GeForce RTX 4060 Ti (8GB),8,650
ASUS GeForce RTX 4060 Ti ProArt,GeForce RTX 4060 Ti (16GB),16,160
ASUS GeForce RTX 4060 Ti ProArt A,GeForce RTX 4060 Ti (16GB),16,160
ASUS GeForce RTX 4060 Ti Strix,GeForce RTX 4060 Ti (16GB),16,160
ASUS GeForce RTX 4060 Ti Strix A,GeForce RTX 4060 Ti (16GB),16,160
ASUS GeForce RTX 4060 Ti TUF,GeForce RTX 4060 Ti (8GB),8,160
ASUS GeForce RTX 4070 Dual,GeForce RTX 4070,12,200
ASUS GeForce RTX 4070 Dual 12G White Edition,GeForce RTX 4070,12,200
ASUS GeForce RTX 4070 Dual O12G EVO,GeForce RTX 4070,12,200
ASUS GeForce RTX 4070 Dual O12G White Edition,GeForce RTX 4070,12,200
ASUS GeForce RTX 4070 Super Dual,GeForce RTX 4070 Super (12GB),12,220
ASUS GeForce RTX 4070 Super Dual 12G White,GeForce RTX 4070 Super (12GB),12,750
ASUS GeForce RTX 4070 Super Dual Evo,GeForce RTX 4070 Super (12GB),12,220
ASUS GeForce RTX 4070 Super Dual O12G White,GeForce RTX 4070 Super (12GB),12,220
ASUS GeForce RTX 4070 Super ProArt,GeForce RTX 4070 Super (12GB),12,220
ASUS GeForce RTX 4070 Super ROG Strix,GeForce RTX 4070 Super (12GB),12,220
ASUS GeForce RTX 4070 Super TUF,GeForce RTX 4070 Super (12GB),12,220
ASUS GeForce RTX 4070 Ti Super Dual,GeForce RTX 4070 Ti Super (16GB),16,285
ASUS GeForce RTX 4070 Ti Super ProArt,GeForce RTX 4070 Ti Super (16GB),16,285
ASUS GeForce RTX 4070 Ti Super ROG Strix,GeForce RTX 4070 Ti Super (16GB),16,285
ASUS GeForce RTX 4070 Ti Super TUF,GeForce RTX 4070 Ti Super (16GB),16,285
ASUS GeForce RTX 4070 Ti Super TUF O16G BTF White,GeForce RTX 4070 Ti Super (16GB),16,285
ASUS GeForce RTX 4070 Ti Super TUF O16G White,GeForce RTX 4070 Ti Super (16GB),16,285
ASUS GeForce RTX 4070 TUF,GeForce RTX 4070,12,200
ASUS GeForce RTX 4080 ROG Strix,GeForce RTX 4080,16,320
ASUS GeForce RTX 4080 Super Noctua OC Edition,GeForce RTX 4080 Super (16GB),16,320
ASUS GeForce RTX 4080 Super ProArt,GeForce RTX 4080 Super (16GB),16,320
ASUS GeForce RTX 4080 Super ROG Strix,GeForce RTX 4080 Super (16GB),16,320
ASUS GeForce RTX 4080 Super ROG Strix 16G White,GeForce RTX 4080 Super (16GB),16,320
ASUS GeForce RTX 4080 Super ROG Strix O16G White,GeForce RTX 4080 Super (16GB),16,320
ASUS GeForce RTX 4080 Super TUF,GeForce RTX 4080 Super (16GB),16,320
ASUS GeForce RTX 4080 TUF,GeForce RTX 4080,16,320
ASUS GeForce RTX 4090 ROG Strix LC,GeForce RTX 4090,24,450
ASUS GeForce RTX 4090 TUF O24G OG,GeForce RTX 4090,24,850
ASUS Radeon RX 6500 XT Dual,Radeon RX 6500 XT (4GB),4,107
ASUS Radeon RX 6500 XT TUF,Radeon RX 6500 XT (4GB),4,107
ASUS Radeon RX 6600 Dual,Radeon RX 6600,8,132
ASUS Radeon RX 6600 XT Dual OC,Radeon RX 6600 XT,8,160
ASUS Radeon RX 6600 XT ROG Strix OC,Radeon RX 6600 XT,8,160
ASUS Radeon RX 6650 XT Dual,Radeon RX 6650 XT,8,180
ASUS Radeon RX 6700 XT Dual,Radeon RX 6700 XT,12,230
ASUS Radeon RX 6700 XT Dual (rev2),Radeon RX 6700 XT,12,230
ASUS Radeon RX 6700 XT ROG Strix O12G,Radeon RX 6700 XT,12,230
ASUS Radeon RX 6700 XT TUF O12G,Radeon RX 6700 XT,12,230
ASUS Radeon RX 6750 XT Dual,Radeon RX 6750 XT,12,250
ASUS Radeon RX 6750 XT ROG Strix,Radeon RX 6750 XT,12,250
ASUS Radeon RX 6800,Radeon RX 6800,16,250
ASUS Radeon RX 6800 ROG Strix,Radeon RX 6800,16,250
ASUS Radeon RX 6800 TUF,Radeon RX 6800,16,250
ASUS Radeon RX 6800 XT TUF,Radeon RX 6800 XT,16,300
ASUS Radeon RX 6900 XT ROG Strix LC,Radeon RX 6900 XT,16,300
ASUS Radeon RX 6900 XT ROG Strix Top Edition,Radeon RX 6900 XT,16,300
ASUS Radeon RX 6900 XT TUF Gaming Top,Radeon RX 6900 XT,16,300
ASUS Radeon RX 6900 XT TUF OC,Radeon RX 6900 XT,16,300
ASUS Radeon RX 7600 Dual,Radeon RX 7600,8,165
ASUS Radeon RX 7600 Dual O8G V2,Radeon RX 7600,8,165
ASUS Radeon RX 7600 ROG Strix,Radeon RX 7600,8,165
ASUS Radeon RX 7600 XT Dual,Radeon RX 7600 XT (16GB),16,190
ASUS Radeon RX 7600 XT TUF,Radeon RX 7600 XT (16GB),16,190
ASUS Radeon RX 7700 XT Dual,Radeon RX 7700 XT,12,245
ASUS Radeon RX 7700 XT TUF,Radeon RX 7700 XT,12,245
ASUS Radeon RX 7800 XT Dual,Radeon RX 7800 XT,16,263
ASUS Radeon RX 7800 XT OG OC Edition,Radeon RX 7800 XT,16,263
ASUS Radeon RX 7800 XT TUF,Radeon RX 7800 XT,16,263
ASUS Radeon RX 7800 XT TUF O16G White,Radeon RX 7800 XT,16,263
ASUS Radeon RX 7900 GRE Dual,Radeon RX 7900 GRE,16,275
ASUS Radeon RX 7900 GRE TUF,Radeon RX 7900 GRE,16,275
ASUS Radeon RX 7900 XT TUF,Radeon RX 7900 XT,20,320
ASUS Radeon RX 7900 XTX TUF,Radeon RX 7900 XTX,24,355
ASUS RTX 3070 Dual OC,GeForce RTX 3070,8,220
ASUS RTX 3070 TUF,GeForce RTX 3070,8,220
EVGA GeForce RTX 3060 Ti FTW3 Black Gaming,GeForce RTX 3060 Ti,8,200
EVGA GeForce RTX 3060 Ti FTW3 Gaming,GeForce RTX 3060 Ti,8,200
EVGA GeForce RTX 3060 Ti FTW3 Ultra Gaming,GeForce RTX 3060 Ti,8,200
EVGA GeForce RTX 3060 Ti FTW3 Ultra Gaming LHR,GeForce RTX 3060 Ti,8,200
EVGA GeForce RTX 3060 Ti XC Black Gaming,GeForce RTX 3060 Ti,8,200
EVGA GeForce RTX 3060 Ti XC Gaming,GeForce RTX 3060 Ti,8,200
EVGA GeForce RTX 3060 XC Gaming,GeForce RTX 3060,12,170
EVGA GeForce RTX 3070 FTW3 Ultra Gaming LHR,GeForce RTX 3070,8,220
EVGA GeForce RTX 3070 Ti FTW3 Ultra Gaming LHR,GeForce RTX 3070 Ti,8,290
EVGA GeForce RTX 3070 Ti XC3 Ultra Gaming LHR,GeForce RTX 3070 Ti,8,290
EVGA GeForce RTX 3080 FTW3 Gaming,GeForce RTX 3080,10,320
EVGA GeForce RTX 3080 FTW3 Ultra Gaming,GeForce RTX 3080,10,320
EVGA GeForce RTX 3080 FTW3 Ultra Gaming LHR,GeForce RTX 3080,10,320
EVGA GeForce RTX 3080 FTW3 Ultra Hybrid Gaming,GeForce RTX 3080,10,320
EVGA GeForce RTX 3080 Ti FTW3 Gaming,GeForce RTX 3080 Ti,12,350
EVGA GeForce RTX 3080 Ti FTW3 Ultra Gaming,GeForce RTX 3080 Ti,12,350
EVGA GeForce RTX 3080 Ti FTW3 Ultra Hybrid Gaming LHR,GeForce RTX 3080 Ti,12,320
EVGA GeForce RTX 3080 Ti XC3 Ultra Gaming,GeForce RTX 3080 Ti,12,320
EVGA GeForce RTX 3080 Ti XC3 Ultra Hybrid Gaming LHR,GeForce RTX 3080 Ti,12,320
EVGA GeForce RTX 3080 XC3 Black Gaming,GeForce RTX 3080,10,320
EVGA GeForce RTX 3080 XC3 Black Gaming LHR,GeForce RTX 3080,10,320
EVGA GeForce RTX 3080 XC3 Gaming,GeForce RTX 3080,10,320
EVGA GeForce RTX 3080 XC3 Ultra Gaming,GeForce RTX 3080,10,320
EVGA GeForce RTX 3080 XC3 Ultra Gaming LHR,GeForce RTX 3080,10,320
EVGA GeForce RTX 3080 XC3 Ultra Hybrid Gaming,GeForce RTX 3080,10,320
EVGA GeForce RTX 3090 FTW3 Ultra Gaming,GeForce RTX 3090,24,350
EVGA GeForce RTX 3090 FTW3 Ultra Hybrid Gaming,GeForce RTX 3090,24,350
EVGA GeForce RTX 3090 K|NGP|N Hybrid Gaming,GeForce RTX 3090,24,350
EVGA GeForce RTX 3090 Ti FTW3,GeForce RTX 3090 Ti,24,450
EVGA GeForce RTX 3090 Ti FTW3 Black,GeForce RTX 3090 Ti,24,450
EVGA GeForce RTX 3090 Ti FTW3 Ultra,GeForce RTX 3090 Ti,24,450
EVGA GeForce RTX 3090 XC3 Black Gaming,GeForce RTX 3090,24,350
EVGA GeForce RTX 3090 XC3 Gaming,GeForce RTX 3090,24,350
EVGA GeForce RTX 3090 XC3 Ultra Gaming,GeForce RTX 3090,24,350
EVGA GeForce RTX 3090 XC3 Ultra Hybrid Gaming,GeForce RTX 3090,24,350
EVGA RTX 3070 FTW3,GeForce RTX 3070,8,220
EVGA RTX 3070 FTW3 Ultra,GeForce RTX 3070,8,220
EVGA RTX 3070 XC3,GeForce RTX 3070,8,220
EVGA RTX 3070 XC3 Black Gaming,GeForce RTX 3070,8,220
EVGA RTX 3070 XC3 Ultra Gaming,GeForce RTX 3070,8,220
Gigabyte Aorus GeForce RTX 3050 Elite,GeForce RTX 3050 (8GB),8,130
Gigabyte Aorus GeForce RTX 3060 Elite 12G LHR,GeForce RTX 3060,12,170
Gigabyte Aorus GeForce RTX 3060 Ti Elite 8G LHR,GeForce RTX 3060 Ti,8,200
Gigabyte Aorus GeForce RTX 3060 Ti Master,GeForce RTX 3060 Ti,8,230
Gigabyte Aorus GeForce RTX 3070 Master 8G LHR,GeForce RTX 3070,8,220
Gigabyte Aorus GeForce RTX 3080 Master 10G LHR,GeForce RTX 3080,10,320
Gigabyte Aorus GeForce RTX 3080 Ti Master 12G LHR,GeForce RTX 3080 Ti,12,400
GIGABYTE Aorus GeForce RTX 4060 Ti Elite,GeForce RTX 4060 Ti (8GB),8,160
GIGABYTE Aorus GeForce RTX 4070 Master,GeForce RTX 4070,12,200
GIGABYTE Aorus GeForce RTX 4070 Super Master,GeForce RTX 4070 Super (12GB),12,220
GIGABYTE Aorus GeForce RTX 4070 Ti Elite,GeForce RTX 4070 Ti,12,285
GIGABYTE Aorus GeForce RTX 4070 Ti Master,GeForce RTX 4070 Ti,12,285
GIGABYTE Aorus GeForce RTX 4070 Ti Super Master,GeForce RTX 4070 Ti Super (16GB),16,285
GIGABYTE Aorus GeForce RTX 4080 Master,GeForce RTX 4080,16,320
GIGABYTE Aorus GeForce RTX 4080 Super Master,GeForce RTX 4080 Super (16GB),16,320
Gigabyte Aorus Radeon RX 6700 XT Elite,Radeon RX 6700 XT,12,230
Gigabyte Aorus Radeon RX 6750 XT Elite,Radeon RX 6750 XT,12,250
Gigabyte Aorus Radeon RX 6800 Master,Radeon RX 6800,16,250
Gigabyte Aorus Radeon RX 6800 XT Master,Radeon RX 6800 XT,16,300
GIGABYTE Aorus Radeon RX 7900 XTX Elite,Radeon RX 7900 XTX,24,355
Gigabyte GeForce RTX 3050 Eagle,GeForce RTX 3050 (8GB),8,130
Gigabyte GeForce RTX 3050 Eagle OC,GeForce RTX 3050 (8GB),8,130
Gigabyte GeForce RTX 3050 Gaming OC,GeForce RTX 3050 (8GB),8,130
Gigabyte GeForce RTX 3060 Eagle,GeForce RTX 3060,12,170
Gigabyte GeForce RTX 3060 Eagle 12G LHR,GeForce RTX 3060,12,170
Gigabyte GeForce RTX 3060 Eagle OC,GeForce RTX 3060,12,170
Gigabyte GeForce RTX 3060 Eagle OC 12G LHR,GeForce RTX 3060,12,170
Gigabyte GeForce RTX 3060 Elite,GeForce RTX 3060,12,170
Gigabyte GeForce RTX 3060 Gaming OC,GeForce RTX 3060,12,170
Gigabyte GeForce RTX 3060 Gaming OC 12G LHR,GeForce RTX 3060,12,170
Gigabyte GeForce RTX 3060 Ti Eagle,GeForce RTX 3060 Ti,8,230
Gigabyte GeForce RTX 3060 Ti Eagle 8G LHR,GeForce RTX 3060 Ti,8,230
Gigabyte GeForce RTX 3060 Ti Eagle OC,GeForce RTX 3060 Ti,8,230
Gigabyte GeForce RTX 3060 Ti Eagle OC 8G LHR,GeForce RTX 3060 Ti,8,230
Gigabyte GeForce RTX 3060 Ti Gaming OC,GeForce RTX 3060 Ti,8,230
Gigabyte GeForce RTX 3060 Ti Gaming OC 8G LHR,GeForce RTX 3060 Ti,8,230
Gigabyte GeForce RTX 3060 Ti Gaming OC Pro,GeForce RTX 3060 Ti,8,230
Gigabyte GeForce RTX 3060 Ti Gaming OC Pro 8G LHR,GeForce RTX 3060 Ti,8,200
Gigabyte GeForce RTX 3060 Ti Vision OC 8G LHR,GeForce RTX 3060 Ti,8,230
Gigabyte GeForce RTX 3060 Vision OC,GeForce RTX 3060,12,170
Gigabyte GeForce RTX 3060 Vision OC 12G LHR,GeForce RTX 3060,12,170
Gigabyte GeForce RTX 3070 Eagle 8G LHR,GeForce RTX 3070,8,220
Gigabyte GeForce RTX 3070 Eagle OC 8G LHR,GeForce RTX 3070,8,220
Gigabyte GeForce RTX 3070 Gaming OC 8G LHR,GeForce RTX 3070,8,220
Gigabyte GeForce RTX 3070 Ti Eagle OC,GeForce RTX 3070 Ti,8,290
Gigabyte GeForce RTX 3070 Ti Gaming OC 8G LHR,GeForce RTX 3070 Ti,8,290
Gigabyte GeForce RTX 3070 Ti Master,GeForce RTX 3070 Ti,8,290
Gigabyte GeForce RTX 3070 Ti Vision OC,GeForce RTX 3070 Ti,8,290
Gigabyte GeForce RTX 3070 Vision OC 8G LHR,GeForce RTX 3070,8,220
Gigabyte GeForce RTX 3080 Eagle 10G LHR,GeForce RTX 3080,10,320
Gigabyte GeForce RTX 3080 Eagle OC,GeForce RTX 3080,10,350
Gigabyte GeForce RTX 3080 Eagle OC 1,GeForce RTX 3080,10,320
Gigabyte GeForce RTX 3080 Gaming OC 1,GeForce RTX 3080,10,320
Gigabyte GeForce RTX 3080 Gaming OC 10G LHR,GeForce RTX 3080,10,320
Gigabyte GeForce RTX 3080 Gaming OC Waterforce WB 10G LHR,GeForce RTX 3080,10,320
Gigabyte GeForce RTX 3080 Ti Eagle OC 12G LHR,GeForce RTX 3080 Ti,12,320
Gigabyte GeForce RTX 3080 Ti Gaming OC,GeForce RTX 3080 Ti,12,350
Gigabyte GeForce RTX 3080 Ti Vision OC,GeForce RTX 3080 Ti,12,350
Gigabyte GeForce RTX 3080 Vision OC 10G LHR,GeForce RTX 3080,10,320
Gigabyte GeForce RTX 3090 Gaming OC,GeForce RTX 3090,24,350
Gigabyte GeForce RTX 3090 Ti Gaming,GeForce RTX 3090 Ti,24,450
Gigabyte GeForce RTX 3090 Ti Gaming OC,GeForce RTX 3090 Ti,24,450
GIGABYTE GeForce RTX 4060 Ti Aero OC,GeForce RTX 4060 Ti (8GB),8,160
GIGABYTE GeForce RTX 4060 Ti Aero OC,GeForce RTX 4060 Ti (16GB),16,160
GIGABYTE GeForce RTX 4060 Ti Eagle,GeForce RTX 4060 Ti (8GB),8,160
GIGABYTE GeForce RTX 4060 Ti Eagle OC,GeForce RTX 4060 Ti (8GB),8,160
GIGABYTE GeForce RTX 4060 Ti Gaming OC,GeForce RTX 4060 Ti (8GB),8,160
GIGABYTE GeForce RTX 4060 Ti Gaming OC,GeForce RTX 4060 Ti (16GB),16,160
GIGABYTE GeForce RTX 4070 Aero OC,GeForce RTX 4070,12,200
GIGABYTE GeForce RTX 4070 Aero OC V2,GeForce RTX 4070,12,200
GIGABYTE GeForce RTX 4070 Eagle OC,GeForce RTX 4070,12,200
GIGABYTE GeForce RTX 4070 Gaming OC,GeForce RTX 4070,12,200
GIGABYTE GeForce RTX 4070 Super Aero OC,GeForce RTX 4070 Super (12GB),12,220
GIGABYTE GeForce RTX 4070 Super Eagle OC,GeForce RTX 4070 Super (12GB),12,220
GIGABYTE GeForce RTX 4070 Super Eagle OC Ice,GeForce RTX 4070 Super (12GB),12,220
GIGABYTE GeForce RTX 4070 Super Gaming OC,GeForce RTX 4070 Super (12GB),12,220
GIGABYTE GeForce RTX 4070 Super Windforce OC,GeForce RTX 4070 Super (12GB),12,220
GIGABYTE GeForce RTX 4070 Ti Aero OC,GeForce RTX 4070 Ti,12,750
GIGABYTE GeForce RTX 4070 Ti Eagle,GeForce RTX 4070 Ti,12,285
GIGABYTE GeForce RTX 4070 Ti Eagle OC,GeForce RTX 4070 Ti,12,285
GIGABYTE GeForce RTX 4070 Ti Gaming OC,GeForce RTX 4070 Ti,12,750
GIGABYTE GeForce RTX 4070 Ti Super Aero OC,GeForce RTX 4070 Ti Super (16GB),16,285
GIGABYTE GeForce RTX 4070 Ti Super Eagle OC,GeForce RTX 4070 Ti Super (16GB),16,285
GIGABYTE GeForce RTX 4070 Ti Super Eagle OC Ice,GeForce RTX 4070 Ti Super (16GB),16,285
GIGABYTE GeForce RTX 4070 Ti Super Gaming OC,GeForce RTX 4070 Ti Super (16GB),16,285
GIGABYTE GeForce RTX 4070 Ti Super Windforce OC,GeForce RTX 4070 Ti Super (16GB),16,285
GIGABYTE GeForce RTX 4070 Windforce 2X OC,GeForce RTX 4070,12,200
GIGABYTE GeForce RTX 4070 WindForce 3X OC,GeForce RTX 4070,12,200
GIGABYTE GeForce RTX 4080 Aero OC,GeForce RTX 4080,16,320
GIGABYTE GeForce RTX 4080 Eagle,GeForce RTX 4080,16,320
GIGABYTE GeForce RTX 4080 Eagle OC,GeForce RTX 4080,16,320
GIGABYTE GeForce RTX 4080 Gaming OC,GeForce RTX 4080,16,320
GIGABYTE GeForce RTX 4080 Super Aero OC,GeForce RTX 4080 Super (16GB),16,320
GIGABYTE GeForce RTX 4080 Super Gaming OC,GeForce RTX 4080 Super (16GB),16,320
GIGABYTE GeForce RTX 4080 Super Windforce V2,GeForce RTX 4080 Super (16GB),16,320
Gigabyte Radeon RX 6500 XT Eagle,Radeon RX 6500 XT (4GB),4,107
Gigabyte Radeon RX 6500 XT Gaming OC,Radeon RX 6500 XT (4GB),4,107
Gigabyte Radeon RX 6600 Eagle,Radeon RX 6600,8,132
Gigabyte Radeon RX 6600 XT Eagle,Radeon RX 6600 XT,8,160
Gigabyte Radeon RX 6600 XT Gaming OC,Radeon RX 6600 XT,8,160
Gigabyte Radeon RX 6600 XT Gaming Pro OC,Radeon RX 6600 XT,8,160
Gigabyte Radeon RX 6650 XT Eagle,Radeon RX 6650 XT,8,180
Gigabyte Radeon RX 6650 XT Gaming OC,Radeon RX 6650 XT,8,180
Gigabyte Radeon RX 6700 XT,Radeon RX 6700 XT,12,260
Gigabyte Radeon RX 6700 XT Eagle,Radeon RX 6700 XT,12,230
Gigabyte Radeon RX 6700 XT Eagle OC,Radeon RX 6700 XT,12,230
Gigabyte Radeon RX 6700 XT Gaming OC,Radeon RX 6700 XT,12,230
Gigabyte Radeon RX 6750 XT Gaming OC,Radeon RX 6750 XT,12,250
Gigabyte Radeon RX 6800 Gaming OC,Radeon RX 6800,16,250
Gigabyte Radeon RX 6800 XT Gaming OC,Radeon RX 6800 XT,16,300
Gigabyte Radeon RX 6900 XT,Radeon RX 6900 XT,16,300
Gigabyte Radeon RX 6900 XT Gaming OC,Radeon RX 6900 XT,16,300
Gigabyte Radeon RX 6900 XT Master,Radeon RX 6900 XT,16,300
Gigabyte Radeon RX 6950 XT GAMING OC,Radeon RX 6950 XT,16,335
GIGABYTE Radeon RX 7600 Gaming OC,Radeon RX 7600,8,165
GIGABYTE Radeon RX 7600 XT Gaming OC,Radeon RX 7600 XT (16GB),16,190
GIGABYTE Radeon RX 7700 XT Gaming OC,Radeon RX 7700 XT,12,245
GIGABYTE Radeon RX 7800 XT Gaming OC,Radeon RX 7800 XT,16,263
GIGABYTE Radeon RX 7900 GRE Gaming OC,Radeon RX 7900 GRE,16,275
GIGABYTE Radeon RX 7900 XT Gaming OC,Radeon RX 7900 XT,20,320
GIGABYTE Radeon RX 7900 XTX Gaming OC,Radeon RX 7900 XTX,24,355
Gigabyte RTX 3070 Eagle,GeForce RTX 3070,8,220
Gigabyte RTX 3070 Eagle OC,GeForce RTX 3070,8,220
Gigabyte RTX 3070 Gaming OC,GeForce RTX 3070,8,220
Gigabyte RTX 3070 Vision OC,GeForce RTX 3070,8,220
INNO3D GeForce RTX 3050 Gaming OC X2,GeForce RTX 3050 (8GB),8,130
