name,chipset,vram,tdp
EVGA GeForce RTX 2070 Super XC Hybrid Gaming,GeForce RTX 2070 Super,8,260
EVGA GeForce RTX 2070 Super XC Ultra Gaming,GeForce RTX 2070 Super,8,260
EVGA GeForce RTX 2070 Super XC Ultra+,GeForce RTX 2070 Super,8,215
EVGA GeForce RTX 2070 XC,GeForce RTX 2070,8,175
EVGA GeForce RTX 2070 XC Ultra,GeForce RTX 2070,8,175
EVGA GeForce RTX 2080 Super Black Gaming,GeForce RTX 2080 Super,8,250
EVGA GeForce RTX 2080 Super FTW3 Hybrid,GeForce RTX 2080 Super,8,250
EVGA GeForce RTX 2080 Super FTW3 Hydro Copper Gaming,GeForce RTX 2080 Super,8,250
EVGA GeForce RTX 2080 Super FTW3 Ultra Gaming,GeForce RTX 2080 Super,8,250
EVGA GeForce RTX 2080 Super KO Gaming,GeForce RTX 2080 Super,8,250
EVGA GeForce RTX 2080 Super XC Gaming,GeForce RTX 2080 Super,8,250
EVGA GeForce RTX 2080 Super XC Hybrid Gaming,GeForce RTX 2080 Super,8,250
EVGA GeForce RTX 2080 Super XC Ultra Gaming,GeForce RTX 2080 Super,8,250
EVGA GeForce RTX 2080 Ti,GeForce RTX 2080 Ti,11,250
EVGA GeForce RTX 2080 Ti Black Edition Gaming,GeForce RTX 2080 Ti,11,250
EVGA GeForce RTX 2080 Ti FTW3 Gaming iCX,GeForce RTX 2080 Ti,11,250
EVGA GeForce RTX 2080 Ti FTW3 Hydro Copper iCX,GeForce RTX 2080 Ti,11,285
EVGA GeForce RTX 2080 Ti FTW3 Ultra Gaming iCX,GeForce RTX 2080 Ti,11,250
EVGA GeForce RTX 2080 Ti FTW3 Ultra Hybrid Gaming,GeForce RTX 2080 Ti,11,250
EVGA GeForce RTX 2080 Ti K|NGP|N Gaming,GeForce RTX 2080 Ti,11,250
EVGA GeForce RTX 2080 Ti XC,GeForce RTX 2080 Ti,11,285
EVGA GeForce RTX 2080 Ti XC Black Edition Gaming,GeForce RTX 2080 Ti,11,250
EVGA GeForce RTX 2080 Ti XC Hybrid Gaming,GeForce RTX 2080 Ti,11,250
EVGA GeForce RTX 2080 Ti XC Ultra,GeForce RTX 2080 Ti,11,285
EVGA GeForce RTX 2080 Ti XC2 Ultra Gaming,GeForce RTX 2080 Ti,11,250
EVGA GeForce RTX 2080 XC,GeForce RTX 2080,8,225
EVGA GeForce RTX 2080 XC Ultra,GeForce RTX 2080,8,225
EVGA GeForce RTX 3080 FTW3 Ultra Gaming,GeForce RTX 3080 (12GB),12,320
EVGA GeForce RTX 3080 FTW3 Ultra Hydro Copper,GeForce RTX 3080,10,320
EVGA GeForce RTX 3080 Ti FTW3 Ultra Hydro Copper Gaming,GeForce RTX 3080 Ti,12,320
EVGA GeForce RTX 3080 Ti XC3 Ultra Hydro Copper Gaming,GeForce RTX 3080 Ti,12,320
EVGA GeForce RTX 3080 XC3 Ultra Gaming,GeForce RTX 3080 (12GB),12,320
EVGA GeForce RTX 3090 FTW3 Ultra Hydro Copper,GeForce RTX 3090,24,350
EVGA GT 720 Low Profile,GeForce GT 720,1,19
EVGA GTX 460 Superclocked EE,GeForce GTX 460,1,160
EVGA GTX 470 Superclocked,GeForce GTX 470,1.2,215
EVGA GTX 480 Superclocked,GeForce GTX 480,1.5,250
EVGA GTX 550 Ti,GeForce GTX 550 Ti,1,116
EVGA GTX 560 Superclocked,GeForce GTX 560,1,150
EVGA GTX 560 Ti FPB,GeForce GTX 560 Ti,1,170
EVGA GTX 570 HD Superclocked,GeForce GTX 570,1.2,219
EVGA GTX 580 Superclocked,GeForce GTX 580,1.5,244
EVGA GTX 650,GeForce GTX 650,1,65
EVGA GTX 650 Ti 2 GB,GeForce GTX 650 Ti,2,110
EVGA GTX 660 Superclocked,GeForce GTX 660,2,140
Gainward GeForce GTX 1060,GeForce GTX 1060 (6GB),6,120
Gainward GeForce GTX 1060,GeForce GTX 1060 (3GB),3,120
Gainward GeForce GTX 1060 Phoenix,GeForce GTX 1060 (6GB),6,120
Gainward GeForce GTX 1060 Phoenix GS,GeForce GTX 1060 (6GB),6,120
Gainward GeForce GTX 1070 Dual,GeForce GTX 1070,8,150
Gainward GeForce GTX 1070 Phoenix,GeForce GTX 1070,8,150
Gainward GeForce GTX 1070 Phoenix GLH,GeForce GTX 1070,8,150
Gainward GeForce GTX 1070 Phoenix GS,GeForce GTX 1070,8,150
Gainward GeForce GTX 1080 Phoenix,GeForce GTX 1080,8,180
Gainward GeForce GTX 1080 Phoenix GLH,GeForce GTX 1080,8,180
Gainward GeForce GTX 1080 Phoenix GS,GeForce GTX 1080,8,180
Gainward GeForce GTX 1080 Ti Founders Edition,GeForce GTX 1080 Ti,11,250
Gainward GeForce GTX 1080 Ti Golden Sample,GeForce GTX 1080 Ti,11,250
Gainward GeForce GTX 1660 Ti Pegasus 6G,GeForce GTX 1660 Ti (6GB),6,120
Gainward GeForce GTX 1660 Ti Pegasus OC 6G,GeForce GTX 1660 Ti (6GB),6,120
Gainward GeForce RTX 2060 Phoenix GS,GeForce RTX 2060 (6GB),6,190
Gainward GeForce RTX 2070 Phoenix,GeForce RTX 2070,8,185
Gainward GeForce RTX 2070 Phoenix GS,GeForce RTX 2070,8,185
Gainward GeForce RTX 2080 Phoenix GS,GeForce RTX 2080,8,225
Gainward GeForce RTX 2080 Ti Phoenix,GeForce RTX 2080 Ti,11,260
Gainward GeForce RTX 2080 Ti Phoenix GS,GeForce RTX 2080 Ti,11,260
Galax RTX 2060 OC,GeForce RTX 2060 (6GB),6,160
Gigabyte Aorus GeForce GTX 1660 Ti 6G,GeForce GTX 1660 Ti (6GB),6,120
Gigabyte Aorus GeForce RTX 2060 Super,GeForce RTX 2060 Super,8,175
Gigabyte Aorus GeForce RTX 2060 Xtreme 6G,GeForce RTX 2060 (6GB),6,190
Gigabyte Aorus GeForce RTX 2070 Super,GeForce RTX 2070 Super,8,260
Gigabyte Aorus GeForce RTX 2070 Super Gaming OC,GeForce RTX 2070 Super,8,260
Gigabyte Aorus GeForce RTX 2080 Super,GeForce RTX 2080 Super,8,250
Gigabyte Aorus GeForce RTX 2080 Super Waterforce,GeForce RTX 2080 Super,8,250
Gigabyte Aorus GeForce RTX 2080 Super Waterforce WB,GeForce RTX 2080 Super,8,250
Gigabyte Aorus GeForce RTX 2080 Ti 1,GeForce RTX 2080 Ti,11,250
Gigabyte Aorus GeForce RTX 2080 Ti Xtreme 1,GeForce RTX 2080 Ti,11,250
Gigabyte Aorus GeForce RTX 2080 Ti Xtreme Waterforce 1,GeForce RTX 2080 Ti,11,250
Gigabyte Aorus GeForce RTX 2080 Ti Xtreme Waterforce WB 1,GeForce RTX 2080 Ti,11,250
Gigabyte Aorus GeForce RTX 3080 Master 12G LHR,GeForce RTX 3080 (12GB),12,350
Gigabyte Aorus GeForce RTX 3080 Xtreme Waterforce 10G LHR,GeForce RTX 3080,10,320
Gigabyte Aorus GeForce RTX 3080 Xtreme Waterforce 12G LHR,GeForce RTX 3080 (12GB),12,350
Gigabyte Aorus GeForce RTX 3080 Xtreme Waterforce WB 10G LHR,GeForce RTX 3080,10,320
Gigabyte Aorus GeForce RTX 3080 Xtreme Waterforce WB 12G LHR,GeForce RTX 3080 (12GB),12,350
Gigabyte Aorus GeForce RTX 3090 Ti Xtreme Waterforce,GeForce RTX 3090 Ti,24,450
GIGABYTE Aorus GeForce RTX 4080 Xtreme Waterforce,GeForce RTX 4080,16,320
GIGABYTE Aorus GeForce RTX 4080 Xtreme Waterforce WB,GeForce RTX 4080,16,320
Gigabyte Aorus GeForce RTX 5090 Master 32G,GeForce RTX 5090 (32GB),32,650
Gigabyte Aorus Radeon RX 5700 XT,Radeon RX 5700 XT,8,180
Gigabyte Aorus Radeon RX 6900 XT Xtreme Waterforce WB,Radeon RX 6900 XT,16,300
Gigabyte GeForce GT 1030,GeForce GT 1030,2,30
Gigabyte GeForce GT 1030 Low Profile D4,GeForce GT 1030,2,30
Gigabyte GeForce GT 1030 OC 2G,GeForce GT 1030,2,30
Gigabyte GeForce GT 1030 Silent,GeForce GT 1030,2,30
Gigabyte GeForce GT 610 Silent,GeForce GT 610,1,29
Gigabyte GeForce GTX 1050,GeForce GTX 1050,2,75
Gigabyte GeForce GTX 1050 OC,GeForce GTX 1050,2,75
Gigabyte GeForce GTX 1050 Ti,GeForce GTX 1050 Ti,4,75
Gigabyte GeForce GTX 1050 Ti G1 Gaming,GeForce GTX 1050 Ti,4,75
Gigabyte GeForce GTX 1050 Ti OC,GeForce GTX 1050 Ti,4,75
Gigabyte GeForce GTX 1050 Ti WindForce 2X OC,GeForce GTX 1050 Ti,4,75
Gigabyte GeForce GTX 1050 WindForce 2X,GeForce GTX 1050,2,75
Gigabyte GeForce GTX 1060 Aorus 6G 9 Gbps,GeForce GTX 1060 (6GB),6,120
Gigabyte GeForce GTX 1060 Aorus Xtreme 6G,GeForce GTX 1060 (6GB),6,120
Gigabyte GeForce GTX 1060 G1 Gaming,GeForce GTX 1060 (6GB),6,120
Gigabyte GeForce GTX 1060 G1 Gaming,GeForce GTX 1060 (3GB),3,120
Gigabyte GeForce GTX 1060 Mini ITX OC 6G,GeForce GTX 1060 (6GB),6,120
Gigabyte GeForce GTX 1060 OC WindForce 2X,GeForce GTX 1060 (3GB),3,120
Gigabyte GeForce GTX 1060 OC WindForce 2X,GeForce GTX 1060 (6GB),6,120
Gigabyte GeForce GTX 1060 Xtreme Gaming,GeForce GTX 1060 (6GB),6,120
Gigabyte GeForce GTX 1070 Aorus Gaming Box,GeForce GTX 1070,8,150
Gigabyte GeForce GTX 1070 Founders Edition,GeForce GTX 1070,8,150
Gigabyte GeForce GTX 1070 G1 Gaming,GeForce GTX 1070,8,150
Gigabyte GeForce GTX 1070 Mini ITX OC,GeForce GTX 1070,8,150
Gigabyte GeForce GTX 1070 OC WindForce 2X,GeForce GTX 1070,8,150
Gigabyte GeForce GTX 1070 Ti Aorus 8G,GeForce GTX 1070 Ti,8,180
Gigabyte GeForce GTX 1070 Ti Gaming 8G,GeForce GTX 1070 Ti,8,180
Gigabyte GeForce GTX 1070 Xtreme Gaming,GeForce GTX 1070,8,150
Gigabyte GeForce GTX 1080 Aorus 8G,GeForce GTX 1080,8,180
Gigabyte GeForce GTX 1080 Aorus Xtreme 8G,GeForce GTX 1080,8,180
Gigabyte GeForce GTX 1080 Aorus Xtreme 8G 11 Gbps,GeForce GTX 1080,8,180
Gigabyte GeForce GTX 1080 G1 Gaming,GeForce GTX 1080,8,180
Gigabyte GeForce GTX 1080 Mini ITX 8G,GeForce GTX 1080,8,180
Gigabyte GeForce GTX 1080 Ti Aorus 11G,GeForce GTX 1080 Ti,11,250
Gigabyte GeForce GTX 1080 Ti Aorus Xtreme 11G,GeForce GTX 1080 Ti,11,250
Gigabyte GeForce GTX 1080 Ti Founders Edition,GeForce GTX 1080 Ti,11,250
Gigabyte GeForce GTX 1080 Ti Gaming OC,GeForce GTX 1080 Ti,11,250
Gigabyte GeForce GTX 1080 Ti Gaming OC Black,GeForce GTX 1080 Ti,11,250
Gigabyte GeForce GTX 1080 Ti Turbo,GeForce GTX 1080 Ti,11,250
Gigabyte GeForce GTX 1080 Ti Waterforce W Xtreme 11G,GeForce GTX 1080 Ti,11,250
Gigabyte GeForce GTX 1080 WindForce OC 8G,GeForce GTX 1080,8,180
Gigabyte GeForce GTX 1080 Xtreme Gaming Premium Pack,GeForce GTX 1080,8,180
Gigabyte GeForce GTX 1080 Xtreme Gaming Water Cooling,GeForce GTX 1080,8,180
Gigabyte GeForce GTX 1650 D6 OC,GeForce GTX 1650 (4GB),4,75
Gigabyte GeForce GTX 1650 D6 WindForce OC,GeForce GTX 1650 (4GB),4,75
Gigabyte GeForce GTX 1650 Gaming OC 4G (Rev. 2.0),GeForce GTX 1650 (4GB),4,105
"Gigabyte GeForce GTX 1650 Mini ITX OC 4G, 4096 MB GDDR5",GeForce GTX 1650 (4GB),4,75
"Gigabyte GeForce GTX 1650 OC 4G, 4096 MB GDDR5",GeForce GTX 1650 (4GB),4,75
Gigabyte GeForce GTX 1650 Super OC,GeForce GTX 1650 Super,4,100
"Gigabyte GeForce GTX 1650 WindForce OC 4G, 4096 MB GDDR5",GeForce GTX 1650 (4GB),4,90
Gigabyte GeForce GTX 1660 Gaming,GeForce GTX 1660 (6GB),6,120
Gigabyte GeForce GTX 1660 Gaming OC,GeForce GTX 1660 (6GB),6,120
Gigabyte GeForce GTX 1660 OC,GeForce GTX 1660 (6GB),6,120
Gigabyte GeForce GTX 1660 Super Gaming OC,GeForce GTX 1660 Super,6,125
Gigabyte GeForce GTX 1660 Super OC,GeForce GTX 1660 Super,6,125
Gigabyte GeForce GTX 1660 Ti Gaming OC 6G,GeForce GTX 1660 Ti (6GB),6,120
Gigabyte GeForce GTX 1660 Ti Mini ITX OC 6G,GeForce GTX 1660 Ti (6GB),6,120
Gigabyte GeForce GTX 1660 Ti OC 6G,GeForce GTX 1660 Ti (6GB),6,120
Gigabyte GeForce GTX 1660 Ti WindForce OC 6G,GeForce GTX 1660 Ti (6GB),6,120
Gigabyte GeForce GTX 690,GeForce GTX 690,4,300
Gigabyte GeForce RTX 2060 D6,GeForce RTX 2060 (6GB),6,160
Gigabyte GeForce RTX 2060 Gaming OC 6G,GeForce RTX 2060 (6GB),6,160
Gigabyte GeForce RTX 2060 Gaming OC Pro 6G,GeForce RTX 2060 (6GB),6,160
Gigabyte GeForce RTX 2060 Mini ITX OC 6G,GeForce RTX 2060 (6GB),6,160
Gigabyte GeForce RTX 2060 OC 6G,GeForce RTX 2060 (6GB),6,160
Gigabyte GeForce RTX 2060 Super Gaming OC,GeForce RTX 2060 Super,8,175
Gigabyte GeForce RTX 2060 Super Gaming OC 3X 8G White,GeForce RTX 2060 Super,8,175
Gigabyte GeForce RTX 2060 Super Gaming OC 3X White 8G (Rev. 2.0),GeForce RTX 2060 Super,8,175
Gigabyte GeForce RTX 2060 Super WindForce OC,GeForce RTX 2060 Super,8,175
Gigabyte GeForce RTX 2060 WindForce OC 6G,GeForce RTX 2060 (6GB),6,160
Gigabyte GeForce RTX 2070 Super Gaming OC 3X,GeForce RTX 2070 Super,8,260
Gigabyte GeForce RTX 2070 Super Gaming OC 3X 8G White,GeForce RTX 2070 Super,8,260
Gigabyte GeForce RTX 2070 Super Windforce OC 3X,GeForce RTX 2070 Super,8,260
Gigabyte GeForce RTX 2070 Windforce 2X 8G 3.,GeForce RTX 2070,8,175
Gigabyte GeForce RTX 2080 Gaming OC,GeForce RTX 2080,8,225
Gigabyte GeForce RTX 2080 Super Gaming OC,GeForce RTX 2080 Super,8,250
Gigabyte GeForce RTX 2080 Super Gaming OC Waterforce WB,GeForce RTX 2080 Super,8,250
Gigabyte GeForce RTX 2080 Super Gaming OC White,GeForce RTX 2080 Super,8,250
Gigabyte GeForce RTX 2080 Super Turbo,GeForce RTX 2080 Super,8,250
Gigabyte GeForce RTX 2080 Ti Gaming OC,GeForce RTX 2080 Ti,11,250
Gigabyte GeForce RTX 2080 Ti Turbo 11G (rev. 2.0),GeForce RTX 2080 Ti,11,250
Gigabyte GeForce RTX 2080 Ti Turbo OC 1,GeForce RTX 2080 Ti,11,285
Gigabyte GeForce RTX 2080 Ti Turbo OC 11G (Rev. 2.0),GeForce RTX 2080 Ti,11,250
Gigabyte GeForce RTX 2080 Ti WindForce 1,GeForce RTX 2080 Ti,11,250
Gigabyte GeForce RTX 2080 Ti WindForce OC 11G,GeForce RTX 2080 Ti,11,260
Gigabyte GeForce RTX 2080 WindForce OC 8G,GeForce RTX 2080,8,225
GIGABYTE GeForce RTX 3050 Eagle OC,GeForce RTX 3050 (6GB),6,70
GIGABYTE GeForce RTX 3050 OC Low Profile,GeForce RTX 3050 (6GB),6,350
GIGABYTE GeForce RTX 3060 Windforce OC,GeForce RTX 3060,12,170
Gigabyte GeForce RTX 3080 Eagle,GeForce RTX 3080 (12GB),12,350
Gigabyte GeForce RTX 3080 Gaming OC,GeForce RTX 3080 (12GB),12,350
GIGABYTE GeForce RTX 5070 Aero OC 12G,GeForce RTX 5070 (12GB),12,
Gigabyte GT 730,GeForce GT 730,2,38
GIGABYTE GTX 770 WindForce 3X OC,GeForce GTX 770,4,230
Gigabyte GTX 980 Ti Gaming G1,GeForce GTX 980 Ti,6,250
Gigabyte HD 7950 Windforce,Radeon HD 7950,3,200
Gigabyte HD 7970 Windforce 3X OC,Radeon HD 7970,3,250
Gigabyte Radeon HD 7990,Radeon HD 7990,3,375
Gigabyte Radeon RX 460 WindForce OC 2G,Radeon RX 460 (2GB),2,75
Gigabyte Radeon RX 460 WindForce OC 4G,Radeon RX 460 (4GB),4,75
Gigabyte Radeon RX 550 2G,Radeon RX 550,2,50
Gigabyte Radeon RX 550 Gaming OC 2G,Radeon RX 550,2,65
Gigabyte Radeon RX 5500 XT Gaming OC,Radeon RX 5500 XT (8GB),8,130
Gigabyte Radeon RX 5500 XT Gaming OC,Radeon RX 5500 XT (4GB),4,130
Gigabyte Radeon RX 5500 XT OC,Radeon RX 5500 XT (4GB),4,110
Gigabyte Radeon RX 5500 XT OC,Radeon RX 5500 XT (8GB),8,110
Gigabyte Radeon RX 560 Gaming OC 2G,Radeon RX 560,2,90
Gigabyte Radeon RX 560 Gaming OC 4G,Radeon RX 560,4,90
Gigabyte Radeon RX 560 OC 4G,Radeon RX 560,4,80
Gigabyte Radeon RX 5600 XT Gaming OC,Radeon RX 5600 XT (6GB),6,150
Gigabyte Radeon RX 5600 XT Windforce OC,Radeon RX 5600 XT (6GB),6,150
Gigabyte Radeon RX 570 Aorus 4G,Radeon RX 570 (4GB),4,120
Gigabyte Radeon RX 570 Gaming 4G,Radeon RX 570 (4GB),4,120
Gigabyte Radeon RX 5700,Radeon RX 5700,8,180
Gigabyte Radeon RX 5700 Gaming OC,Radeon RX 5700,8,180
Gigabyte Radeon RX 5700 XT,Radeon RX 5700 XT,8,225
Gigabyte Radeon RX 5700 XT Gaming OC,Radeon RX 5700 XT,8,180
Gigabyte Radeon RX 5700 XT Gaming OC Rev 2.0,Radeon RX 5700 XT,8,180
Gigabyte Radeon RX 580 Aorus 4G,Radeon RX 580 (4GB),4,185
Gigabyte Radeon RX 580 Aorus 8G,Radeon RX 580 (8GB),8,185
Gigabyte Radeon RX 580 Aorus XTR 8G,Radeon RX 580 (8GB),8,185
Gigabyte Radeon RX 580 Gaming 4G,Radeon RX 580 (4GB),4,185
Gigabyte Radeon RX 580 Gaming 8G,Radeon RX 580 (8GB),8,185
Gigabyte Radeon RX 590 Gaming 8G (Rev. 2.0),Radeon RX 590,8,175
Gigabyte Radeon RX 6400 D6 Low Profile,Radeon RX 6400,4,53
Gigabyte Radeon RX 6400 Eagle,Radeon RX 6400,4,53
Gigabyte Radeon RX Vega 56 8G,Radeon RX Vega 56,8,250
Gigabyte Radeon RX Vega 56 Gaming OC,Radeon RX Vega 56,8,250
Gigabyte Radeon RX Vega 64 8G,Radeon RX Vega 64,8,300
Gigabyte Radeon RX Vega 64 Gaming OC,Radeon RX Vega 64,8,300
Gigabyte Radeon RX Vega 64 Silver 8G,Radeon RX Vega 64,8,300
Gigabyte Radeon RX Vega 64 Watercooling 8G,Radeon RX Vega 64,8,300
Gigabyte Radeon VII,Radeon VII,16,300
GTX 780 iChill HerculeZ X3,GeForce GTX 780,3,250
HIS Radeon R7 240 iCooler,Radeon R7 240,2,30
INNO3D GeForce GT 1030 0dB,GeForce GT 1030,2,30
INNO3D GeForce GTX 1050 Compact Single Slot,GeForce GTX 1050,2,75
INNO3D GeForce GTX 1050 Compact X1,GeForce GTX 1050,2,75
INNO3D GeForce GTX 1050 Ti Compact Single Slot,GeForce GTX 1050 Ti,4,75
INNO3D GeForce GTX 1050 Ti Compact X1,GeForce GTX 1050 Ti,4,75
INNO3D GeForce GTX 1050 Ti Twin X2,GeForce GTX 1050 Ti,4,75
INNO3D GeForce GTX 1060 Gaming OC X2,GeForce GTX 1060 (6GB),6,120
INNO3D GeForce GTX 1060 iChill Black Edition,GeForce GTX 1060 (6GB),6,120
INNO3D GeForce GTX 1060 iChill X3,GeForce GTX 1060 (3GB),3,120
INNO3D GeForce GTX 1060 iChill X3,GeForce GTX 1060 (6GB),6,120
INNO3D GeForce GTX 1060 iChill X3 OC 9 Gbps,GeForce GTX 1060 (6GB),6,120
INNO3D GeForce GTX 1060 iChill X3 V2,GeForce GTX 1060 (6GB),6,120
INNO3D GeForce GTX 1060 Twin X2,GeForce GTX 1060 (6GB),6,120
INNO3D GeForce GTX 1060 Twin X2,GeForce GTX 1060 (3GB),3,120
INNO3D GeForce GTX 1070 Gaming OC,GeForce GTX 1070,8,150
INNO3D GeForce GTX 1070 iChill X3,GeForce GTX 1070,8,150
INNO3D GeForce GTX 1070 iChill X4,GeForce GTX 1070,8,150
INNO3D GeForce GTX 1070 Ti iChill X3,GeForce GTX 1070 Ti,8,180
INNO3D GeForce GTX 1070 Ti iChill X4,GeForce GTX 1070 Ti,8,180
INNO3D GeForce GTX 1070 Ti Jet-Fan,GeForce GTX 1070 Ti,8,180
INNO3D GeForce GTX 1070 Ti Twin X2,GeForce GTX 1070 Ti,8,180
INNO3D GeForce GTX 1070 Twin X2,GeForce GTX 1070,8,150
INNO3D GeForce GTX 1080 Founders Edition,GeForce GTX 1080,8,180
INNO3D GeForce GTX 1080 Gaming OC,GeForce GTX 1080,8,180
INNO3D GeForce GTX 1080 iChill Black Edition,GeForce GTX 1080,8,180
INNO3D GeForce GTX 1080 iChill X3,GeForce GTX 1080,8,180
INNO3D GeForce GTX 1080 iChill X3 11 Gbps,GeForce GTX 1080,8,180
INNO3D GeForce GTX 1080 iChill X4,GeForce GTX 1080,8,180
INNO3D GeForce GTX 1080 iChill X4 11 Gbps,GeForce GTX 1080,8,180
INNO3D GeForce GTX 1080 Ti Founders Edition,GeForce GTX 1080 Ti,11,250
INNO3D GeForce GTX 1080 Ti Gaming OC,GeForce GTX 1080 Ti,11,250
INNO3D GeForce GTX 1080 Ti iChill Black Edition,GeForce GTX 1080 Ti,11,250
INNO3D GeForce GTX 1080 Ti iChill X3,GeForce GTX 1080 Ti,11,250
INNO3D GeForce GTX 1080 Ti iChill X3 Ultra,GeForce GTX 1080 Ti,11,250
INNO3D GeForce GTX 1080 Ti iChill X4,GeForce GTX 1080 Ti,11,250
INNO3D GeForce GTX 1080 Ti iChill X4 Ultra,GeForce GTX 1080 Ti,11,250
INNO3D GeForce GTX 1080 Ti Twin X2,GeForce GTX 1080 Ti,11,250
INNO3D GeForce GTX 1650 Compact,GeForce GTX 1650 (4GB),4,75
INNO3D GeForce GTX 1650 Super Compact X,GeForce GTX 1650 Super,4,100
INNO3D GeForce GTX 1650 Super Twin X2 OC,GeForce GTX 1650 Super,4,100
INNO3D GeForce GTX 1650 Twin X2 OC,GeForce GTX 1650 (4GB),4,75
INNO3D GeForce GTX 1660 Super Compact,GeForce GTX 1660 Super,6,120
INNO3D GeForce GTX 1660 Super Twin X2,GeForce GTX 1660 (6GB),6,125
INNO3D GeForce GTX 1660 Ti Twin X2,GeForce GTX 1660 Ti (6GB),6,120
INNO3D GeForce GTX 1660 Twin X2 LHR,GeForce GTX 1660 (6GB),6,120
INNO3D GeForce RTX 2060 Super Compact X,GeForce RTX 2060 Super,8,175
INNO3D GeForce RTX 2060 Super iChill X3 Ultra,GeForce RTX 2060 Super,8,185
INNO3D GeForce RTX 2060 Super Twin X2 OC,GeForce RTX 2060 Super,8,175
INNO3D GeForce RTX 2060 Twin X2,GeForce RTX 2060 (6GB),6,160
INNO3D GeForce RTX 2070 Super iChill Black,GeForce RTX 2070 Super,8,255
INNO3D GeForce RTX 2070 Super iChill Frostbite,GeForce RTX 2070 Super,8,260
INNO3D GeForce RTX 2070 Super iChill X3 Ultra,GeForce RTX 2070 Super,8,255
INNO3D GeForce RTX 2070 Super Jet,GeForce RTX 2070 Super,8,215
INNO3D GeForce RTX 2070 Super Twin X2 OC,GeForce RTX 2070 Super,8,215
INNO3D GeForce RTX 2070 Twin X2,GeForce RTX 2070,8,210
INNO3D GeForce RTX 2070 X2 OC,GeForce RTX 2070,8,220
INNO3D GeForce RTX 2080 Super iChill Black Edition,GeForce RTX 2080 Super,8,250
INNO3D GeForce RTX 2080 Super iChill Frostbite,GeForce RTX 2080 Super,8,250
INNO3D GeForce RTX 2080 Super iChill X3 Ultra,GeForce RTX 2080 Super,8,250
INNO3D GeForce RTX 2080 Ti Gaming OC X,GeForce RTX 2080 Ti,11,250
INNO3D GeForce RTX 2080 Ti iChill Black Edition,GeForce RTX 2080 Ti,11,335
INNO3D GeForce RTX 2080 Ti iChill Frostbite,GeForce RTX 2080 Ti,11,285
INNO3D GeForce RTX 2080 Ti Jet,GeForce RTX 2080 Ti,11,250
INNO3D GeForce RTX 2080 Ti Twin X,GeForce RTX 2080 Ti,11,285
INNO3D GeForce RTX 2080 Ti X2 OC,GeForce RTX 2080 Ti,11,
INNO3D GeForce RTX 2080 X2 OC,GeForce RTX 2080,8,225
INNO3D GeForce RTX 3050 Twin X2,GeForce RTX 3050 (6GB),6,70
INNO3D GeForce RTX 3080 iChill Black LHR,GeForce RTX 3080,10,340
INNO3D GeForce RTX 3080 iChill X4 LHR,GeForce RTX 3080 (12GB),12,350
"INNO3D GeForce RTX 5090 iChill Frostbite, 32768 MB GDDR7",GeForce RTX 5090 (32GB),32,650
KFA2 GeForce GTX 1050 Ti OC,GeForce GTX 1050 Ti,4,75
KFA2 GeForce GTX 1060 EXOC,GeForce GTX 1060 (6GB),6,120
KFA2 GeForce GTX 1060 OC,GeForce GTX 1060 (6GB),6,120
KFA2 GeForce GTX 1060 OC,GeForce GTX 1060 (3GB),3,120
